"","Peoplesoft Level 4 Organization","Peoplesoft Level 5 Organization","Dept","Empl ID","D/I","Direct Pct of Total Hours - Aug 2016 - Jul 2017","Direct Pct of Base (Working) Hours -Aug 2016 - Jul 2017","Pct Indirect - Aug 2016 - Jul 2017","Total Labor Hours - Aug 2016 - Jul 2017","Total Base Labor Hours - Aug 2016 - Jul 2017","Total Indirect Labor Hours - Aug 2016 - Jul 2017","Direct Labor Hours - Aug 2016 - Jul 2017","Overtime Hours - Aug 2016 - Jul 2017","0041 / 0045 / 0061 PTO / Vacation / Sick Labor Hours - Aug 2016 - Jul 2017","0071 / 0077 / 0082 Personal Labor Hours - Aug 2016 - Jul 2017","0081 / Jury Duty Labor Hours - Aug 2016 - Jul 2017","0091 / Bereavement Labor Hours - Aug 2016 - Jul 2017","0094 / Military Leave Labor Hours - Aug 2016 - Jul 2017","0051 / Holiday Labor Hours - Aug 2016 - Jul 2017","Missing Labor Hours - Aug 2016 - Jul 2017","Mod Time Labor Hours - Aug 2016 - Jul 2017","SCA / Location Labor Hours - Aug 2016 - Jul 2017","Shift 2 Labor Hours - Aug 2016 - Jul 2017","Shift 3 Labor Hours - Aug 2016 - Jul 2017","Shift 4 Labor Hours - Aug 2016 - Jul 2017","Shift 5 Labor Hours - Aug 2016 - Jul 2017","Shift 6 Labor Hours - Aug 2016 - Jul 2017","Shift 7 Labor Hours - Aug 2016 - Jul 2017","NBI Labor Hours - Aug 2016 - Jul 2017","Hire Date","Union Code","Standard Hours","Work Schedule","state","Job Code","Grade","Title","Fringe Pool","Regular / Temporary","Reporting Level","Awaiting Access Labor Hours - Aug 2016 - Jul 2017","PAL Labor Hours - Aug 2016 - Jul 2017","Mgmt Alloc Labor Hours - Aug 2016 - Jul 2017","Primary Program Charged - 2016","Primary Program MA - 2016","Secondary Program Charged - 2016","emst","Term Class","Last Date Worked"
"10881","Integrated Operations","SBU 41","20216","X20108","D",0.781274586939418,0.861979166666667,0.138020833333333,1271,1152,159,993,41,28,0,0,27,0,64,0,0,0,0,0,0,0,0,0,0,2016-12-19,"RUE",40,"Z07","IN","74002B","24B","Ordnance Equip Mechanic","FR 05","R","7",0,0,0,"PGM205","BU4","Indirect","1","0","."
"10882","Integrated Operations","SBU 41","20216","X22798","D",0.840281537628587,0.970606629143214,0.0300187617260788,1847,1599,48,1552,34,176,0,0,0,0,72,0,0,0,0,18,0,0,0,0,0,1985-04-11,"RTB",40,"Z07","IN","NT05","G05","Tech Support Specialist Sr","FR 03","R","7",0,0,0,"PGM290","BU4","PGM430","1","0","."
"10883","Integrated Operations","SBU 41","20216","X10202","D",0.904578684109273,0.993240388677651,0.00675961132234896,2599,2367,16,2351,582,152,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2000-05-22,"HB",40,"Z03","IN","71012B","17B","Electronic Worker (Fine Pitch)","FR 26","R","7",0,0,0,"PGM658","BU4","PGM414","1","0","."
"10884","Integrated Operations","SBU 41","20216","X25958","D",0.693765281173594,0.803255484784147,0.196744515215853,1636,1413,278,1135,10,151,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,2004-10-04,"HB",40,"Z16","IN","74002B","24B","Ordnance Equip Mechanic","FR 26","R","7",0,0,0,"PGM205","BU4","PGM472","1","0","."
"10885","Integrated Operations","SBU 41","20216","X12013","D",0.942088091353997,0.982142857142857,0.0178571428571429,2452,2352,42,2310,477,20,0,0,0,0,80,0,0,0,24,0,0,0,0,0,0,2016-02-15,"RUD",40,"SWW","IN","NT05","G05","Tech Support Specialist Sr","FR 05","R","7",0,0,0,"PGM836","BU6","Indirect","1","0","."
"10886","Integrated Operations","SBU 41","20216","X10123","D",0.820996613449444,0.923286180631121,0.0767138193688792,2067,1838,141,1697,29,122,0,0,27,0,80,0,0,0,0,0,0,0,0,0,0,2010-06-21,"HB",40,"Z03","IN","74002B","24B","Ordnance Equip Mechanic","FR 26","R","7",0,0,0,"PGM205","BU4","PGM658","1","0","."
"10887","Integrated Operations","SBU 41","20216","X16969","D",0.68172312839816,0.742596810933941,0.257858769931663,2391,2195,566,1630,420,116,0,0,0,0,80,0,29,0,0,0,0,0,0,0,1.5,2012-05-26,"RTB",40,"N17","IN","SB32","G08","Sr. Plan Prod Control Speciali","FR 03","R","6",0,0,0,"Indirect","HQ","PGM585","1","0","."
"10888","Integrated Operations","SBU 41","20216","X22757","D",0.916501976284585,0.985653560042508,0.014346439957492,2024,1882,27,1855,0,53,0,0,9,0,80,4,-8,0,0,0,0,0,0,0,0,2011-02-14,"RTB",40,"N27","IN","CF48","G07","Technical Support Engr II","FR 03","R","7",0,0,0,"PGM774","BU4","PGM387","1","0","."
"10889","Integrated Operations","SBU 41","20216","X22149","D",0.891324200913242,0.990360223236936,0.00963977676306443,2190,1971,19,1952,191,132,8,0,0,0,80,0,0,0,0,118,0,0,0,0,0,2002-11-12,"HB",40,"N27","IN","71012B","17B","Electronic Worker (Fine Pitch)","FR 26","R","7",0,0,0,"PGM472","BU4","PGM328","1","0","."
"10890","Integrated Operations","SBU 41","20216","X21964","D",0.730684326710817,0.835858585858586,0.163299663299663,1359,1188,194,993,26,80,0,0,27,0,64,0,0,0,14,0,0,0,0,0,0,2016-12-05,"RUD",40,"SWW","IN","NT04","G04","Tech Support Specialist","FR 05","R","7",0,0,0,"PGM494","BU4","PGM320","1","0","."
"10891","Integrated Operations","SBU 41","20216","X29550","D",0.863744640304907,0.996153846153846,0.0032967032967033,2099,1820,6,1813,298,200,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2000-05-08,"HB",40,"Z09","IN","71012B","17B","Electronic Worker (Fine Pitch)","FR 26","R","7",0,0,0,"PGM472","BU4","PGM836","1","0","."
"10892","Integrated Operations","SBU 41","20216","X18142","D",0.507294429708223,0.566666666666667,0.433333333333333,1508,1350,585,765,0,86,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,2016-10-31,"RUD",40,"SWW","IN","NT04","G04","Tech Support Specialist","FR 05","R","7",0,0,0,"PGM391","BU4","Indirect","1","0","."
"10893","Integrated Operations","SBU 41","20216","X12153","D",0.791425818882466,0.874866879659212,0.125133120340788,2076,1878,235,1643,52,118,0,0,0,0,80,0,0,0,0,6,0,0,0,0,0,1981-07-13,"HB",40,"Z01","IN","74002B","24B","Ordnance Equip Mechanic","FR 26","R","7",0,0,0,"PGM205","BU4","PGM774","1","0","."
"10894","Integrated Operations","SBU 41","20216","X21560","D",0.777926421404682,0.842143374366401,0.157856625633599,1495,1381,218,1163,73,41,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,2016-11-14,"RUD",40,"SWW","IN","NT04","G04","Tech Support Specialist","FR 05","R","7",0,0,0,"PGM320","BU4","PGM391","1","0","."
"10895","Integrated Operations","SBU 41","20216","X25822","D",0.808877928483354,0.867724867724868,0.132936507936508,1622,1512,201,1312,15,11,0,0,27,0,72,0,0,0,0,0,0,0,0,0,0,2016-10-10,"RUD",40,"SWW","IN","NT04","G04","Tech Support Specialist","FR 05","R","7",0,0,0,"PGM320","BU4","PGM391","1","0","."
"10896","Integrated Operations","SBU 41","20216","X13259","D",0.891831525207403,0.990432317505315,0.00956768249468462,3134,2822,27,2795,1086,232,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1987-07-15,"HB",40,"Z01","IN","71012B","17B","Electronic Worker (Fine Pitch)","FR 26","R","7",0,0,0,"PGM472","BU4","PGM282","1","0","."
"10897","Integrated Operations","SBU 41","20216","X27307","D",0.850599781897492,0.977443609022556,0.0225563909774436,1834,1596,36,1560,110,132,0,0,26.3,0,80,0,0,0,0,0,0,0,0,0,0,2016-02-22,"RUE",40,"Z03","IN","71010B","15B","Electronic Wrker-Cable/Chassis","FR 05","R","7",0,0,0,"PGM836","BU6","Indirect","1","0","."
"10898","Integrated Operations","SBU 41","20216","X11591","D",0.87991824220746,0.997682502896871,0.00231749710312862,1957,1726,4,1722,0,152,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1989-12-17,"RTB",40,"SWW","IN","CF50","G08","Sr Tech Support Engineer I","FR 03","R","7",0,0,0,"PGM472","BU4","PGM282","1","0","."
"10899","Integrated Operations","SBU 41","20216","X15634","D",0.893050763923115,1,0,2029,1812,0,1812,9,141,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,1985-11-25,"RTB",40,"N27","IN","RC61","G09","Principal Projct Mgmt Liaison","FR 03","R","6",0,0,0,"PGM888","BU4","PGM430","1","0","."
"10900","Integrated Operations","SBU 41","20216","X19418","D",0.391084558823529,0.441619097042034,0.558380902957966,2176,1927,1076,851,131,170,0,0,0,0,80,0,0,0,0,0,0,0,0,0,2,1982-09-08,"RTB",40,"SWW","IN","RC61","G09","Principal Projct Mgmt Liaison","FR 03","R","6",0,0,0,"Indirect","HQ","PGM387","1","0","."
"10901","Integrated Operations","SBU 41","20216","X17433","D",0.81994459833795,0.921639854696419,0.0788790866632071,2166,1927,152,1776,103,159,0,0,0,0,80,0,0,0,2,0,0,0,0,0,0,1984-09-30,"RTB",40,"SWW","IN","NT05","G05","Tech Support Specialist Sr","FR 03","R","7",0,0,0,"PGM262","BU4","PGM463","1","0","."
"10902","Integrated Operations","SBU 41","20216","X17301","D",0.868625756266206,0.984329089128306,0.0156709108716944,2314,2042,32,2010,283,165,0,0,27,0,80,0,0,0,0,0,0,0,0,0,0,1980-08-11,"HB",40,"Z05","IN","74002B","24B","Ordnance Equip Mechanic","FR 26","R","7",0,0,0,"PGM472","BU4","PGM328","1","0","."
"10903","Integrated Operations","SBU 41","20216","X28472","D",0.874914559125085,0.946045824094605,0.0539541759053954,1463,1353,73,1280,0,38,0,0,0,0,72,0,0,0,0,0,0,0,0,0,7.2,2009-12-03,"RUD",40,"SWW","IN","NT03","G03","Tech Support Associate Sr","FR 05","R","7",0,0,0,"PGM774","BU4","PGM494","1","0","."
"10904","Integrated Operations","SBU 41","20216","X19182","D",0.879712746858169,0.992405063291139,0.00708860759493671,2228,1975,14,1960,518,174,0,0,0,0,80,0,0,0,16,0,0,0,0,0,0,1994-01-30,"HB",40,"Z04","IN","71012B","17B","Electronic Worker (Fine Pitch)","FR 26","R","7",0,0,0,"PGM472","BU4","Indirect","1","0","."
"10905","Integrated Operations","SBU 41","20216","X20831","D",0.841089108910891,0.978686635944701,0.0213133640552995,2020,1736,37,1699,56,169,0,0,27,0,88,0,0,0,0,0,0,0,0,0,0,1996-03-25,"HB",40,"Z02","IN","74002B","24B","Ordnance Equip Mechanic","FR 26","R","7",0,0,0,"PGM430","BU4","Indirect","1","0","."
"10906","Integrated Operations","SBU 41","20216","X26223","D",0.725890736342043,0.841409691629956,0.158590308370044,2105,1816,288,1528,55,182,0,0,27,0,80,0,0,0,0,0,0,0,0,0,0,2000-09-18,"RTB",40,"Z11","IN","NM04","G04","Production Specialist","FR 03","R","7",0,0,0,"PGM888","BU4","Indirect","1","0","."
"10907","Integrated Operations","SBU 41","20216","X11461","D",0.890070921985816,0.987325174825175,0.0126748251748252,2538,2288,29,2259,504,170,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1982-03-26,"HB",40,"Z03","IN","71012B","17B","Electronic Worker (Fine Pitch)","FR 26","R","7",0,0,0,"PGM810","BU4","PGM472","1","0","."
"10908","Integrated Operations","SBU 41","20216","X17316","D",0.791884816753927,0.850316233309909,0.150386507378777,1528,1423,214,1210,19,33,0,0,0,0,72,0,0,0,6,0,0,0,0,0,0,1983-05-09,"RUD",40,"Z09","IN","NT04","G04","Tech Support Specialist","FR 05","R","7",0,0,0,"PGM320","BU4","PGM207","1","0","."
"10909","Integrated Operations","SBU 41","20216","X18644","D",0.857391304347826,0.989297658862876,0.0107023411371237,1725,1495,16,1479,66,150,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1985-05-23,"RTB",40,"N17","IN","SB33","G09","Principal Plan Prod Control Sp","FR 03","R","6",0,762.5,0,"Mgmt Alloc","HQ","PGM387","1","0","."
"10910","Integrated Operations","SBU 41","20216","X12674","D",0.820541760722348,0.899752475247525,0.100247524752475,1772,1616,162,1454,5,84,0,0,0,0,72,0,1,0,0,0,0,0,0,0,0,2016-09-19,"RUD",40,"N27","IN","SB30","G06","Plan Prod Control Specialist I","FR 05","R","7",0,0,0,"PGM810","BU4","PGM262","1","0","."
"10911","Integrated Operations","SBU 41","20216","X23049","D",0.72316384180791,0.798004987531172,0.201371571072319,1770,1604,323,1280,0,95,0,0,0,0,72,5,0,0,0,0,0,0,0,0,29.1,2016-09-19,"RUD",40,"T13","IN","SB32","G08","Sr. Plan Prod Control Speciali","FR 05","R","6",0,0,0,"PGM655","BU4","Indirect","1","0","."
"10912","Integrated Operations","SBU 41","20216","X12285","D",0.677815699658703,0.752272727272727,0.247727272727273,1465,1320,327,993,1,73,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,2016-10-31,"RUD",40,"Z07","IN","NT04","G04","Tech Support Specialist","FR 05","R","7",0,0,0,"PGM391","BU4","PGM494","0","Resignation","42930"
"10913","Integrated Operations","SBU 41","20216","X13337","D",0.865664403491756,1,0,2062,1785,0,1785,54,189,0,0,8,0,80,0,0,0,0,0,0,0,0,0,0,1988-07-17,"RTB",40,"N27","IN","RC91","G10","Consulting Project Mgmt Liaiso","FR 03","R","5",0,629.8,0,"Mgmt Alloc","HQ","PGM472","1","0","."
"10914","Integrated Operations","SBU 41","20216","X15690","D",0.864543726235741,0.973247726056715,0.0267522739432852,2104,1869,50,1819,140,155,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2010-06-21,"RUE",40,"Z05","IN","74002B","24B","Ordnance Equip Mechanic","FR 05","R","7",0,0,0,"PGM774","BU4","PGM494","1","0","."
"10915","Integrated Operations","SBU 41","20216","X25237","D",0.861030126336249,0.973091707852828,0.0263591433278418,2058,1821,48,1772,91,157,0,0,0,0,80,0,0,0,0,10,0,0,0,0,0,2001-03-13,"HB",40,"Z03","IN","71012B","17B","Electronic Worker (Fine Pitch)","FR 26","R","7",0,0,0,"PGM888","BU4","PGM430","1","0","."
"10916","Integrated Operations","SBU 41","20216","X17167","D",0.841040462427746,0.941239892183288,0.0587601078167116,2076,1855,109,1746,0,141,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2009-11-30,"HB",40,"Z05","IN","74002B","24B","Ordnance Equip Mechanic","FR 26","R","7",0,0,0,"PGM658","BU4","PGM387","1","0","."
"10917","Integrated Operations","SBU 41","20216","X20229","D",0.892402076451156,0,0.0166320166320166,2119,1924,32,1891,63,115,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2015-10-26,"RUD",40,"Z11","IN","NT04","G04","Tech Support Specialist","FR 05","R","7",0,0,0,"PGM836","BU6","PGM328","1","0","."
"10918","Integrated Operations","SBU 41","20216","X10288","D",0.890023566378633,0.986074847693647,0.0147954743255004,1273,1149,17,1133,3,60,0,0,0,0,64,0,0,0,0,7,0,0,0,0,0,2016-06-20,"RUE",40,"SWW","IN","74002B","24B","Ordnance Equip Mechanic","FR 05","R",".",0,0,0,"PGM290","BU4","PGM888","0","Resignation","42838"
"10919","Integrated Operations","SBU 41","20216","X28750","D",0.704728370221328,0.804247990815155,0.196326061997704,1988,1742,342,1401,1,142,0,0,24,0,80,0,0,0,0,0,0,0,0,0,0,1981-05-06,"HB",40,"SWW","IN","74002B","24B","Ordnance Equip Mechanic","FR 26","R","7",0,0,0,"PGM205","BU4","Indirect","1","0","."
"10920","Integrated Operations","SBU 41","20216","X15720","D",0.834889643463497,0.919588592800374,0.080411407199626,2356,2139,172,1967,322,137,0,0,0,0,80,0,-4,0,0,0,0,0,0,0,0,2002-11-04,"RTB",40,"N27","IN","SB31","G07","Plan Prod Control Spec II","FR 03","R","7",0,0,0,"PGM290","BU4","PGM888","1","0","."
"10921","Integrated Operations","SBU 41","20216","X17243","D",0.881697612732095,0.946469248291572,0.0535307517084282,1885,1756,94,1662,211,57,0,0,0,0,72,0,0,0,0,206,0,0,0,0,0,2016-09-26,"RUE",40,"Z01","IN","74002B","24B","Ordnance Equip Mechanic","FR 05","R","7",0,0,0,"PGM391","BU4","PGM320","1","0","."
"10922","Integrated Operations","SBU 41","20216","X12345","D",0.8902387934646,0.993454885460496,0.00654511453950444,2387,2139,14,2125,369,141,0,0,27,0,80,0,0,0,0,0,0,0,0,0,3.7,1985-04-08,"HB",40,"Z03","IN","71012B","17B","Electronic Worker (Fine Pitch)","FR 26","R","7",0,0,0,"PGM472","BU4","PGM373","1","0","."
"10923","Integrated Operations","SBU 41","20216","X17879","D",0.79818268770923,0.916529379461834,0.0834706205381658,2091,1821,152,1669,82,163,0,0,27,0,80,0,0,0,0,0,0,0,0,0,0,1982-03-22,"HB",40,"Z03","IN","74002B","24B","Ordnance Equip Mechanic","FR 26","R","7",0,0,0,"PGM290","BU4","Indirect","1","0","."
"10924","Integrated Operations","SBU 41","20216","X18086","D",0.835649257307139,0.904564315352697,0.0949170124481328,2087,1928,183,1744,115,72,0,0,0,0,88,0,1,0,0,0,0,0,0,0,21,2003-04-28,"RTB",40,"SWW","IN","CF52","G09","Sr Tech Support Engineer II","FR 03","R","7",0,0,0,"PGM262","BU4","PGM810","1","0","."
"10925","Integrated Operations","SBU 41","20216","X28826","D",0.90983927871423,0.99018771331058,0.0098122866894198,2551,2344,23,2321,785,143,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,1981-12-21,"RTB",40,"SWW","IN","DA21","G10","Mgr II Manufacturing","FR 03","R","6",0,0,0,"PGM472","BU4","PGM282","1","0","."
"10926","Integrated Operations","SBU 41","20216","X19912","D",0.838242394978271,0.931330472103004,0.0686695278969957,2071,1864,128,1736,78,111,0,16,0,0,80,0,0,0,0,0,0,0,0,0,0,2016-04-25,"RUE",40,"Z03","IN","74002B","24B","Ordnance Equip Mechanic","FR 05","R","7",0,0,0,"PGM810","BU4","PGM387","1","0","."
"10927","Integrated Operations","SBU 41","20216","X26277","D",0.827623708537249,0.934315531000614,0.0656844689993861,1839,1629,107,1522,115,138,0,0,0,0,72,0,5,0,0,0,0,0,0,0,0,2005-06-27,"RTB",40,"N27","IN","SB30","G06","Plan Prod Control Specialist I","FR 03","R","6",0,0,0,"PGM774","BU4","PGM658","1","0","."
"10928","Integrated Operations","SBU 41","20216","X20899","D",0.904761904761905,0.99909338168631,0.000906618313689937,2436,2206,2,2204,388,154,0,0,0,0,76,11,0,0,0,0,0,0,0,0,0,2004-05-03,"RTB",40,"N27","IN","SB31","G07","Plan Prod Control Spec II","FR 03","R","7",0,0,0,"PGM472","BU4","PGM282","1","0","."
"10929","Integrated Operations","SBU 41","20216","X15810","D",0.854545454545454,0.960773480662983,0.0392265193370166,2035,1810,71,1739,56,145,0,0,0,0,80,0,0,0,0,0,0,0,0,0,23.5,1999-10-29,"RUD",40,"Z07","IN","NT05","G05","Tech Support Specialist Sr","FR 05","R","7",0,0,0,"PGM810","BU4","PGM882","1","0","."
"10930","Integrated Operations","SBU 41","20216","X19033","D",0.836211149481993,0.930807248764415,0.0691927512355848,2027,1821,126,1695,0,125,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2005-01-31,"RTB",40,"N27","IN","RC61","G09","Principal Projct Mgmt Liaison","FR 03","R","6",0,0,0,"PGM290","BU4","PGM768","1","0","."
"10931","Integrated Operations","SBU 41","20216","X12266","D",0.79064158224795,0.84790481117434,0.15209518882566,2073,1933,294,1639,0,44,0,0,0,0,96,0,-6,0,0,0,0,0,0,0,0,2016-07-18,"RUD",40,"N17","IN","RC60","G08","Sr Project Mgmt Liaison","FR 05","R","6",0,0,0,"PGM391","BU4","Indirect","1","0","."
"10932","Integrated Operations","SBU 41","20216","X13841","D",0.856717897868121,0.999421631000578,0.000578368999421631,2017,1729,1,1728,0,201,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,1975-01-20,"RTB",40,"N17","IN","RC61","G09","Principal Projct Mgmt Liaison","FR 03","R","6",0,0,0,"PGM836","BU6",NA,"1","0","."
"10933","Integrated Operations","SBU 41","20216","X17960","D",0.818358426420593,0.934035476718404,0.0659645232815965,2059,1804,119,1685,21,175,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1985-02-19,"HB",40,"Z07","IN","74002B","24B","Ordnance Equip Mechanic","FR 26","R","7",0,0,0,"PGM205","BU4","PGM774","1","0","."
"10934","Integrated Operations","SBU 41","20216","X19957","D",0.557377049180328,0.557377049180328,0.442622950819672,122,122,54,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-07-18,"RUD",40,"N27","IN","NT04","N85","Tech Support Specialist","FR 05","R","7",0,0,0,"Mgmt Alloc",NA,NA,"0","Resignation","42601"
"10935","Integrated Operations","SBU 41","20216","X18038","D",0.885714285714286,0.99490575649516,0.00509424350483953,2205,1963,10,1953,163,135,0,0,27,0,80,0,0,0,0,0,0,0,0,0,1.5,2003-05-27,"HB",40,"Z05","IN","71012B","17B","Electronic Worker (Fine Pitch)","FR 26","R","7",0,0,0,"PGM655","BU4","PGM472","1","0","."
"10936","Integrated Operations","SBU 41","20216","X18942","D",0.845498783454988,0.984419263456091,0.0155807365439093,1644,1412,22,1390,4,112,0,0,48,0,72,0,0,0,0,0,0,0,0,0,0,2016-10-17,"RUD",40,"Z11","IN","NA04","G04","Administrative Specialist","FR 05","R","6",0,1127.5,0,"Mgmt Alloc","HQ","PGM320","1","0","."
"10937","Integrated Operations","SBU 41","20216","X18583","D",0.893924783027965,0.998922413793103,0.00107758620689655,2074,1856,2,1854,42,138,0,0,0,0,80,0,-4,0,0,0,0,0,0,0,0,1986-04-28,"RTB",40,"N17","IN","RC61","G09","Principal Projct Mgmt Liaison","FR 03","R","6",0,0,0,"PGM320","BU4","PGM207","1","0","."
"10938","Integrated Operations","SBU 41","20216","X20497","D",0.863295880149813,0.962421711899791,0.0381002087682672,2136,1916,73,1844,126,140,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1982-10-18,"RTB",40,"SWW","IN","NT05","G05","Tech Support Specialist Sr","FR 03","R","7",0,0,0,"PGM290","BU4","PGM888","1","0","."
"10939","Integrated Operations","SBU 41","20216","X18140","D",0.86892797319933,0.984812529663028,0.015187470336972,2388,2107,32,2075,336,202,0,0,0,0,80,0,0,0,0,0,0,0,0,0,3,1982-06-11,"RTB",40,"Z03","IN","NT05","G05","Tech Support Specialist Sr","FR 03","R","7",0,0,0,"PGM430","BU4","PGM207","1","0","."
"10940","Integrated Operations","SBU 41","20216","X10006","D",0.855214152700186,0.962283918281823,0.0377160817181771,2148,1909,72,1837,99,159,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1972-10-10,"RTB",40,"Z85","IN","NT04","G04","Tech Support Specialist","FR 03","R","7",0,0,0,"PGM888","BU4","PGM290","1","0","."
"10941","Integrated Operations","SBU 41","20216","X22633","D",0.679516953088713,0.811425402107598,0.188574597892402,2153,1803,340,1463,103,262,0,0,0,0,88,0,0,0,0,0,0,0,0,0,59,1982-04-13,"RTB",40,"N17","IN","CF52","G09","Sr Tech Support Engineer II","FR 03","R","7",0,0,0,"PGM463","BU6","Indirect","1","0","."
"10942","Integrated Operations","SBU 41","20216","X19745","D",0.672965879265092,0.785539215686274,0.214460784313725,1905,1632,350,1282,130,155,20,0,26,0,72,0,0,0,0,0,0,0,0,0,0,1987-06-01,"HB",40,"Z05","IN","74002B","24B","Ordnance Equip Mechanic","FR 26","R","7",0,0,0,"PGM768","BU4","PGM290","1","0","."
"10943","Integrated Operations","SBU 41","20216","X26146","D",0.830232558139535,0.882571075401731,0.117428924598269,860,809,95,714,8,36,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1983-10-19,"HB",40,"Z11","IN","74002B","24B","Ordnance Equip Mechanic","FR 26","R","7",0,0,0,"PGM774","BU4","Indirect","1","0","."
"10944","Integrated Operations","SBU 41","20216","X17363","D",0.882705479452055,0.989443378119002,0.0110364683301344,2336,2084,23,2062,316,172,0,0,0,0,80,0,0,0,0,6,0,0,0,0,0,2001-05-21,"HB",40,"Z07","IN","71012B","17B","Electronic Worker (Fine Pitch)","FR 26","R","7",0,0,0,"PGM290","BU4","PGM373","1","0","."
"10945","Integrated Operations","SBU 41","20216","X23537","D",0.694177215189873,0.784324942791762,0.215675057208238,1975,1748,377,1371,0,147,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1989-09-24,"HB",40,"SWW","IN","74002B","24B","Ordnance Equip Mechanic","FR 26","R","7",0,0,0,"PGM205","BU4","Indirect","1","0","."
"10946","Integrated Operations","SBU 41","20216","X25572","D",0.881063432835821,0.991601049868766,0.0083989501312336,2144,1905,16,1889,234,160,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,2003-06-02,"HB",40,"Z09","IN","71012B","17B","Electronic Worker (Fine Pitch)","FR 26","R","7",0,0,0,"PGM472","BU4","PGM328","1","0","."
"10947","Integrated Operations","SBU 41","20216","X15098","D",0.936422826503255,0.989477944152165,0.0105220558478349,2611,2471,26,2445,561,61,0,0,0,0,80,0,4,0,0,0,0,0,0,0,0,2015-07-13,"RUD",40,"N27","IN","SB31","G07","Plan Prod Control Spec II","FR 05","R","7",0,0,0,"PGM320","BU4","PGM494","1","0","."
"10948","Integrated Operations","SBU 41","20216","X18020","D",0.795623836126629,0.979369627507163,0.0206303724928367,2148,1745,36,1709,105,163,0,0,0,160,80,0,0,0,0,0,0,0,0,0,0,2004-04-19,"RTB",40,"SWW","IN","NT04","G04","Tech Support Specialist","FR 03","R","7",0,0,0,"PGM827","BU4","PGM373","1","0","."
"10949","Integrated Operations","SBU 41","20216","X29482","D",0.827956989247312,0.949019607843137,0.0509803921568627,2046,1785,91,1694,0,182,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1986-11-17,"RTB",40,"SWW","IN","BJ61","G09","Prncpl User Applcatns Liaisn","FR 03","R","6",0,311.1,0,"PGM290","BU4","PGM836","1","0","."
"10950","Integrated Operations","SBU 41","20216","X21303","D",0.833578071463534,0.939845474613687,0.0601545253863135,2043,1812,109,1703,12,151,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1986-09-15,"RTB",40,"Z05","IN","NT05","G05","Tech Support Specialist Sr","FR 03","R","7",0,0,0,"PGM391","BU4","PGM494","1","0","."
"10951","Integrated Operations","SBU 41","20216","X25288","D",0.851709195955705,0.975192943770673,0.0253583241455347,2077,1814,46,1769,21,183,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1984-03-12,"RTB",40,"Z05","IN","NT05","G05","Tech Support Specialist Sr","FR 03","R","7",0,0,0,"PGM290","BU4","PGM768","1","0","."
"10952","Integrated Operations","SBU 41","20216","X10522","D",0.890075656430797,0.98135426889107,0.0186457311089303,2247,2038,38,2000,214,129,0,0,0,0,80,0,0,0,330,0,0,0,0,0,0,2009-11-02,"RTB",40,"Z13","IN","NT05","G05","Tech Support Specialist Sr","FR 03","R","7",0,0,0,"PGM472","BU4","PGM687","1","0","."
"10953","Integrated Operations","SBU 41","20216","X22551","D",0.817554240631164,0.927811975377728,0.072188024622272,2028,1787,129,1658,8,161,0,0,0,0,80,0,0,79,0,0,0,0,0,0,0,1984-10-29,"RTB",40,"Z07","IN","NT05","G05","Tech Support Specialist Sr","FR 03","R","7",0,0,0,"PGM869","BU4","PGM774","1","0","."
"10954","Integrated Operations","SBU 41","20216","X19279","D",0.809384164222874,0.909390444810544,0.0900604063701263,2046,1821,164,1656,0,145,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0.9,2002-10-28,"RTB",40,"SWW","IN","DA20","G09","Mgr I Manufacturing","FR 03","R","6",0,0,0,"PGM205","BU4","PGM774","1","0","."
